gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,avg_charges_per_month,num_services,is_new_customer,tenure_bin,TotalServices,IsFiber,ContractRisk,SpendRatio,LongTenure,NeedsSupportNo,AutoPayment
Female,0,No,No,1,No,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,24.9,24.9,24.9,0,1,0-3,0,0,2,0.961389961,0,1,0
Male,0,Yes,No,6,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,82.85,460.25,76.70833333,3,0,04-Jun,2,1,2,0.179620596,0,1,0
Female,0,Yes,No,71,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),93.2,6506.15,91.63591549,8,0,49-72,7,0,0,0.014322707,1,0,1
Female,0,Yes,Yes,67,Yes,No,Fiber optic,Yes,Yes,Yes,No,No,No,One year,No,Bank transfer (automatic),84.8,5598.3,83.55671642,4,0,49-72,3,1,1,0.01514475,1,1,1
Male,1,No,No,60,Yes,Yes,DSL,Yes,Yes,No,No,No,Yes,One year,Yes,Electronic check,71.75,4374.55,72.90916667,5,0,49-72,4,0,1,0.016397939,1,1,0
Male,0,Yes,Yes,23,No,No,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),30.35,678.75,29.51086957,1,0,13-24,1,0,2,0.044648768,1,0,1
Male,0,No,Yes,39,No,No,DSL,No,No,Yes,Yes,Yes,Yes,One year,No,Bank transfer (automatic),54.85,2191.7,56.1974359,4,0,25-48,4,0,1,0.025014822,1,0,1
Male,0,Yes,Yes,15,Yes,No,No,No,No,No,No,No,No,One year,Yes,Mailed check,19.5,239.75,15.98333333,1,0,13-24,0,0,1,0.080996885,1,0,0
Male,1,Yes,No,53,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,103.85,5485.5,103.5,6,0,49-72,5,1,2,0.018928279,1,1,0
Male,0,Yes,Yes,24,Yes,Yes,No,No,No,No,No,No,No,Two year,No,Mailed check,24.2,609.05,25.37708333,2,0,13-24,1,0,0,0.03966888,1,0,0
Female,0,Yes,Yes,37,Yes,No,No,No,No,No,No,No,No,Month-to-month,No,Electronic check,19.35,683.75,18.47972973,1,0,25-48,0,0,2,0.028258488,1,0,0
Female,0,Yes,Yes,5,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,83.6,404.2,80.84,3,1,04-Jun,2,1,2,0.206317868,0,1,0
Female,1,Yes,No,50,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,One year,Yes,Electronic check,100.65,5189.75,103.795,5,0,49-72,4,1,1,0.019390262,1,0,0
Female,0,No,No,54,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,One year,Yes,Credit card (automatic),94.1,5060.9,93.72037037,4,0,49-72,3,1,1,0.018589858,1,1,1
Female,0,No,No,3,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,74.55,233.65,77.88333333,2,1,0-3,1,1,2,0.317707224,0,1,0
Male,0,No,No,68,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,One year,No,Electronic check,108.45,7176.55,105.5375,7,0,49-72,6,1,1,0.015109613,1,0,0
Male,0,No,No,5,Yes,No,DSL,No,No,Yes,Yes,No,No,Month-to-month,No,Electronic check,56.15,291.45,58.29,3,1,04-Jun,2,0,2,0.191998632,0,0,0
Male,0,No,No,33,Yes,No,No,No,No,No,No,No,No,Two year,No,Mailed check,20.35,689.75,20.90151515,1,0,25-48,0,0,0,0.029460731,1,0,0
Female,0,No,No,41,Yes,Yes,DSL,No,Yes,Yes,No,Yes,Yes,One year,Yes,Electronic check,80.55,3263.9,79.60731707,6,0,25-48,5,0,1,0.024671506,1,1,0
Female,0,Yes,Yes,34,No,No,DSL,Yes,No,Yes,Yes,Yes,Yes,One year,No,Mailed check,61.25,1993.2,58.62352941,5,0,25-48,5,0,1,0.030714071,1,0,0
Female,0,Yes,Yes,13,Yes,No,No,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,20.45,254.5,19.57692308,1,0,13-24,0,0,2,0.080039139,1,0,0
Female,0,No,No,20,Yes,No,No,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),18.9,347.65,17.3825,1,0,13-24,0,0,2,0.054209092,1,0,1
Female,1,No,No,51,Yes,No,No,No,No,No,No,No,No,Two year,No,Credit card (automatic),19.6,967.9,18.97843137,1,0,49-72,0,0,0,0.020229126,1,0,1
Female,0,Yes,No,3,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),91.5,242.95,80.98333333,4,1,0-3,3,1,2,0.37507686,0,1,1
Female,0,No,Yes,41,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),45.2,1841.9,44.92439024,1,0,25-48,0,0,2,0.024526561,1,1,1
Female,0,No,No,13,Yes,No,No,No,No,No,No,No,No,Month-to-month,No,Credit card (automatic),19.45,232.1,17.85384615,1,0,13-24,0,0,2,0.083440583,1,0,1
Male,0,Yes,Yes,35,Yes,Yes,No,No,No,No,No,No,No,Two year,No,Bank transfer (automatic),25.45,809.25,23.12142857,2,0,25-48,1,0,0,0.031410059,1,0,1
Male,0,Yes,No,12,Yes,No,Fiber optic,Yes,No,No,Yes,No,No,Month-to-month,No,Bank transfer (automatic),80.85,866.45,72.20416667,3,0,07-Dec,2,1,2,0.093204219,0,0,1
Male,0,No,No,4,Yes,No,Fiber optic,Yes,Yes,No,Yes,No,Yes,Month-to-month,Yes,Mailed check,94.9,360.55,90.1375,5,1,04-Jun,4,1,2,0.262480985,0,0,0
Female,0,No,No,43,No,No,DSL,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),49.05,2076.2,48.28372093,3,0,25-48,3,0,2,0.023613518,1,1,1
Female,1,Yes,Yes,12,No,No,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Mailed check,29.3,355.9,29.65833333,1,0,07-Dec,1,0,2,0.082095825,0,0,0
Male,1,Yes,No,68,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,105.3,7299.65,107.3477941,6,0,49-72,5,1,2,0.014423373,1,1,0
Male,1,No,No,25,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,88.95,2291.2,91.648,4,0,25-48,3,1,2,0.038805514,1,1,0
Female,0,No,No,7,Yes,No,No,No,No,No,No,No,No,One year,No,Mailed check,20.25,129.15,18.45,1,0,07-Dec,0,0,1,0.155589704,0,0,0
Male,1,Yes,No,66,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,One year,Yes,Electronic check,110.85,7491.75,113.5113636,7,0,49-72,6,1,1,0.014794301,1,0,0
Female,0,Yes,No,53,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,One year,No,Electronic check,110.5,5835.5,110.1037736,7,0,49-72,6,1,1,0.018932579,1,0,0
Male,1,No,No,63,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),109.4,7031.45,111.6103175,7,0,49-72,6,1,2,0.015556456,1,1,1
Female,0,Yes,Yes,70,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),114.2,7723.9,110.3414286,8,0,49-72,7,1,0,0.014783363,1,0,1
Male,1,Yes,No,27,No,No,DSL,No,No,No,No,No,Yes,Month-to-month,No,Bank transfer (automatic),36.5,1032,38.22222222,1,0,25-48,1,0,2,0.035333979,1,1,1
Female,0,No,No,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Mailed check,70.75,70.75,70.75,1,1,0-3,0,1,2,0.986062718,0,1,0
Female,0,No,No,5,Yes,No,No,No,No,No,No,No,No,Month-to-month,No,Mailed check,19.95,109.6,21.92,1,1,04-Jun,0,0,2,0.180379747,0,0,0
Female,1,Yes,No,37,Yes,No,No,No,No,No,No,No,No,One year,No,Mailed check,19.6,727.8,19.67027027,1,0,25-48,0,0,1,0.026893524,1,0,0
Male,0,No,No,3,No,No,DSL,No,No,Yes,No,Yes,No,Month-to-month,Yes,Mailed check,40.15,130.75,43.58333333,2,1,0-3,2,0,2,0.304743833,0,1,0
Female,0,No,Yes,12,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,76.6,893,74.41666667,2,0,07-Dec,1,1,2,0.085682327,0,1,0
Female,0,Yes,Yes,38,Yes,No,No,No,No,No,No,No,No,One year,No,Credit card (automatic),19.6,763.1,20.08157895,1,0,25-48,0,0,1,0.025651093,1,0,1
Female,0,No,No,9,Yes,No,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,Yes,Credit card (automatic),85.3,781.4,86.82222222,3,0,07-Dec,2,1,2,0.109023517,0,1,1
Male,0,Yes,No,13,Yes,Yes,DSL,Yes,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,65.85,902.25,69.40384615,4,0,13-24,3,0,2,0.072903404,1,1,0
Male,1,Yes,No,29,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,94.45,2653.65,91.50517241,4,0,25-48,3,1,2,0.035579078,1,1,0
Female,0,Yes,Yes,47,Yes,No,No,No,No,No,No,No,No,Two year,No,Credit card (automatic),20.05,1016.7,21.63191489,1,0,25-48,0,0,0,0.019701287,1,0,1
Male,0,Yes,No,61,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,No,Month-to-month,No,Bank transfer (automatic),99.4,5943.65,97.43688525,6,0,49-72,5,1,2,0.016720917,1,0,1
Male,0,No,No,16,Yes,No,No,No,No,No,No,No,No,Month-to-month,No,Mailed check,20,275.7,17.23125,1,0,13-24,0,0,2,0.072280448,1,0,0
Female,0,Yes,Yes,41,Yes,No,DSL,Yes,Yes,No,Yes,Yes,Yes,Two year,No,Electronic check,78.45,3126.45,76.25487805,6,0,25-48,5,0,0,0.025084334,1,0,0
Female,0,No,Yes,43,Yes,Yes,No,No,No,No,No,No,No,Two year,Yes,Electronic check,25.1,1070.15,24.8872093,2,0,25-48,1,0,0,0.023432759,1,0,0
Female,0,Yes,Yes,36,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),97.35,3457.9,96.05277778,5,0,25-48,4,1,2,0.028144786,1,1,1
Female,0,No,No,6,Yes,No,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,55,340.4,56.73333333,2,0,04-Jun,1,0,2,0.161101347,0,1,0
Female,0,No,No,58,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,No,One year,Yes,Credit card (automatic),71.1,4299.2,74.12413793,6,0,49-72,5,0,1,0.016534115,1,0,1
Male,0,No,No,19,Yes,No,DSL,No,No,No,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),61.55,1093.2,57.53684211,3,0,13-24,2,0,2,0.056251142,1,0,1
Male,0,Yes,No,11,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),45.9,521.9,47.44545455,1,0,07-Dec,0,0,2,0.08777969,0,1,1
Female,0,No,No,39,No,No,DSL,Yes,Yes,No,Yes,No,No,One year,Yes,Bank transfer (automatic),40.3,1630.4,41.80512821,3,0,25-48,3,0,1,0.024702709,1,0,1
Female,1,No,No,8,Yes,No,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,87.1,713.6,89.2,3,0,07-Dec,2,1,2,0.12188637,0,1,0
Female,0,No,Yes,26,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,49.5,1265.65,48.67884615,2,0,25-48,1,0,2,0.039079462,1,1,0
Female,1,No,No,53,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Credit card (automatic),73.8,4003.85,75.54433962,2,0,49-72,1,1,2,0.018427656,1,1,1
Female,0,Yes,Yes,70,Yes,No,No,No,No,No,No,No,No,Two year,Yes,Mailed check,19.2,1401.4,20.02,1,0,49-72,0,0,0,0.013690816,1,0,0
Male,0,No,No,1,No,No,DSL,No,No,No,No,Yes,Yes,Month-to-month,Yes,Mailed check,45.3,45.3,45.3,2,1,0-3,2,0,2,0.978401728,0,1,0
Male,0,No,No,59,Yes,Yes,No,No,No,No,No,No,No,Two year,No,Mailed check,25,1510.5,25.60169492,2,0,49-72,1,0,0,0.016539861,1,0,0
Male,0,No,No,2,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,No,Electronic check,94.95,178.1,89.05,4,1,0-3,3,1,2,0.530150754,0,1,0
Male,0,No,No,7,No,No,DSL,Yes,No,Yes,No,No,No,One year,No,Mailed check,35.3,264.8,37.82857143,2,0,07-Dec,2,0,1,0.132806622,0,1,0
Female,0,No,Yes,12,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,44.55,480.6,40.05,1,0,07-Dec,0,0,2,0.092504153,0,1,0
Male,0,Yes,Yes,59,Yes,No,DSL,No,Yes,Yes,Yes,Yes,Yes,One year,No,Credit card (automatic),76.75,4541.9,76.98135593,6,0,49-72,5,0,1,0.016894495,1,0,1
Male,0,Yes,Yes,61,Yes,Yes,DSL,No,No,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),81,4976.15,81.57622951,6,0,49-72,5,0,0,0.016274374,1,0,1
Male,0,Yes,Yes,72,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),105.55,7542.25,104.7534722,6,0,49-72,5,1,0,0.013992642,1,1,1
Female,0,Yes,Yes,13,Yes,No,No,No,No,No,No,No,No,Month-to-month,No,Mailed check,18.8,251.25,19.32692308,1,0,13-24,0,0,2,0.074529237,1,0,0
Female,0,Yes,Yes,64,Yes,Yes,No,No,No,No,No,No,No,One year,No,Mailed check,24.9,1595.5,24.9296875,2,0,49-72,1,0,1,0.015596618,1,0,0
Male,0,Yes,No,1,No,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,23.45,23.45,23.45,0,1,0-3,0,0,2,0.959100204,0,1,0
Female,0,No,No,10,Yes,No,DSL,No,Yes,No,Yes,No,Yes,One year,No,Mailed check,64.9,685.55,68.555,4,0,07-Dec,3,0,1,0.094530624,0,0,0
Female,0,Yes,Yes,65,Yes,No,DSL,Yes,Yes,Yes,No,No,No,One year,No,Bank transfer (automatic),61.35,3874.1,59.60153846,4,0,49-72,3,0,1,0.01583185,1,1,1
Female,0,Yes,No,62,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Mailed check,113.95,6891.4,111.1516129,8,0,49-72,7,1,0,0.016532703,1,0,0
Female,0,Yes,No,55,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,One year,Yes,Electronic check,90.15,4916.95,89.39909091,8,0,49-72,7,0,1,0.018330809,1,0,0
Female,0,Yes,No,25,Yes,Yes,DSL,No,Yes,No,No,No,No,Month-to-month,No,Electronic check,54.1,1373,54.92,3,0,25-48,2,0,2,0.03937409,1,1,0
Male,0,No,No,1,No,No,DSL,Yes,No,No,No,No,No,Month-to-month,No,Mailed check,29.7,29.7,29.7,1,1,0-3,1,0,2,0.96742671,0,1,0
Male,0,No,No,1,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),49.8,49.8,49.8,2,1,0-3,1,0,2,0.980314961,0,1,1
Female,0,Yes,No,59,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,No,Electronic check,101.1,6039.9,102.3711864,5,0,49-72,4,1,2,0.016735917,1,1,0
Male,1,Yes,Yes,64,Yes,Yes,No,No,No,No,No,No,No,Two year,Yes,Bank transfer (automatic),24.4,1548.65,24.19765625,2,0,49-72,1,0,0,0.015745491,1,0,1
Male,0,Yes,No,36,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),95,3440.25,95.5625,4,0,25-48,3,1,2,0.027606248,1,1,1
Female,0,No,No,3,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,50.65,151.3,50.43333333,2,1,0-3,1,0,2,0.332567301,0,1,0
Male,0,Yes,No,61,Yes,Yes,DSL,Yes,No,Yes,No,No,Yes,Two year,Yes,Mailed check,69.9,4226.7,69.29016393,5,0,49-72,4,0,0,0.016533813,1,1,0
Male,0,No,Yes,26,No,No,DSL,No,Yes,No,No,Yes,No,One year,Yes,Bank transfer (automatic),39.95,1023.75,39.375,2,0,25-48,2,0,1,0.038985118,1,1,1
Female,0,No,No,1,Yes,No,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,55.4,55.4,55.4,2,1,0-3,1,0,2,0.982269504,0,1,0
Female,1,Yes,No,1,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,90.6,90.6,90.6,4,1,0-3,3,1,2,0.989082969,0,1,0
Male,0,Yes,Yes,68,Yes,No,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Two year,Yes,Credit card (automatic),103.25,7074.4,104.0352941,6,0,49-72,5,1,0,0.014592815,1,1,1
Male,1,Yes,No,2,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Mailed check,86.85,156.35,78.175,3,1,0-3,2,1,2,0.551954242,0,1,0
Female,0,Yes,No,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,No,Two year,Yes,Bank transfer (automatic),94.25,6849.75,95.13541667,6,0,49-72,5,1,0,0.013757618,1,0,1
Female,0,Yes,No,71,No,No,DSL,No,No,Yes,Yes,No,Yes,Two year,Yes,Electronic check,47.05,3263.6,45.96619718,3,0,49-72,3,0,0,0.014412179,1,0,0
Male,0,No,No,57,Yes,No,No,No,No,No,No,No,No,Two year,No,Credit card (automatic),20.55,1252.85,21.97982456,1,0,49-72,0,0,0,0.01638952,1,0,1
Male,0,No,No,4,Yes,No,No,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,19.65,67.55,16.8875,1,1,04-Jun,0,0,2,0.286652079,0,0,0
Female,1,No,No,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,70.2,70.2,70.2,1,1,0-3,0,1,2,0.985955056,0,1,0
Male,0,Yes,Yes,72,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,Yes,Two year,No,Credit card (automatic),81,5750,79.86111111,7,0,49-72,6,0,0,0.014084507,1,0,1
Male,0,Yes,Yes,21,Yes,Yes,DSL,Yes,No,No,No,Yes,Yes,One year,Yes,Bank transfer (automatic),75.9,1549.75,73.79761905,5,0,13-24,4,0,1,0.048944059,1,1,1
Female,0,Yes,Yes,71,Yes,Yes,No,No,No,No,No,No,No,Two year,No,Bank transfer (automatic),24.7,1810.55,25.50070423,2,0,49-72,1,0,0,0.013634733,1,0,1
Female,1,Yes,No,29,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),99.05,2952.85,101.8224138,5,0,25-48,4,1,2,0.033532508,1,1,1
Female,1,No,No,69,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),110.25,7467.55,108.2253623,7,0,49-72,6,1,0,0.014761902,1,0,1
Female,0,Yes,No,64,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),85,5484.4,85.69375,7,0,49-72,6,0,0,0.015495679,1,0,1
Male,0,No,No,16,Yes,No,No,No,No,No,No,No,No,Month-to-month,No,Credit card (automatic),19.75,294.9,18.43125,1,0,13-24,0,0,2,0.066745522,1,0,1
Female,0,No,No,4,Yes,Yes,No,No,No,No,No,No,No,One year,No,Electronic check,23.9,97.5,24.375,2,1,04-Jun,1,0,1,0.242639594,0,0,0
Female,0,No,No,52,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,One year,Yes,Credit card (automatic),111.25,5916.45,113.7778846,7,0,49-72,6,1,1,0.018800328,1,0,1
Male,0,No,No,2,Yes,No,DSL,Yes,No,Yes,No,No,No,Month-to-month,Yes,Mailed check,55.1,113.35,56.675,3,1,0-3,2,0,2,0.481853957,0,1,0
Male,0,No,No,1,Yes,No,No,No,No,No,No,No,No,Month-to-month,No,Mailed check,19.95,19.95,19.95,1,1,0-3,0,0,2,0.952267303,0,0,0
Male,0,No,No,18,No,No,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,25.15,476.8,26.48888889,0,0,13-24,0,0,2,0.052637087,1,1,0
Female,0,No,No,2,Yes,Yes,DSL,No,Yes,No,No,No,No,Month-to-month,No,Mailed check,54.15,101.65,50.825,3,1,0-3,2,0,2,0.527520701,0,1,0
Female,0,Yes,No,19,Yes,No,DSL,No,Yes,No,No,No,Yes,Month-to-month,Yes,Mailed check,59.8,1130.85,59.51842105,3,0,13-24,2,0,2,0.052833856,1,1,0
Female,0,No,No,40,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Bank transfer (automatic),83.85,3532.25,88.30625,3,0,25-48,2,1,2,0.023731692,1,1,1
Female,1,Yes,Yes,66,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,Yes,Electronic check,104.9,6891.45,104.4159091,6,0,49-72,5,1,1,0.015219552,1,1,0
Male,0,No,No,21,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Mailed check,75.3,1570.7,74.7952381,2,0,13-24,1,1,2,0.047909906,1,1,0
Male,0,No,No,8,Yes,No,DSL,No,Yes,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,66.65,520.95,65.11875,4,0,07-Dec,3,0,2,0.127694224,0,0,0
Female,0,Yes,Yes,72,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),109.5,7854.9,109.0958333,7,0,49-72,6,1,0,0.013938568,1,0,1
Female,0,No,No,48,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,No,One year,Yes,Bank transfer (automatic),73.85,3581.4,74.6125,6,0,25-48,5,0,1,0.020614672,1,0,1
Male,0,No,No,69,Yes,No,No,No,No,No,No,No,No,Two year,Yes,Bank transfer (automatic),19.3,1447.9,20.98405797,1,0,49-72,0,0,0,0.01332045,1,0,1
Male,0,No,No,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,118.2,8547.15,118.7104167,8,0,49-72,7,1,0,0.013827553,1,0,0
Female,0,No,No,14,Yes,No,DSL,No,Yes,No,No,No,No,One year,No,Credit card (automatic),51.45,727.85,51.98928571,2,0,13-24,1,0,1,0.070590657,1,1,1
Male,0,No,No,6,Yes,No,DSL,No,Yes,No,No,Yes,No,Month-to-month,No,Electronic check,59.45,357.6,59.6,3,0,04-Jun,2,0,2,0.165783603,0,1,0
Female,0,Yes,Yes,8,Yes,No,No,No,No,No,No,No,No,Two year,No,Bank transfer (automatic),19.5,159.35,19.91875,1,0,07-Dec,0,0,0,0.12160898,0,0,1
Female,0,No,No,17,Yes,No,No,No,No,No,No,No,No,One year,No,Mailed check,19.55,280.85,16.52058824,1,0,13-24,0,0,1,0.069363136,1,0,0
Male,0,No,No,65,Yes,Yes,Fiber optic,Yes,No,No,Yes,No,Yes,One year,No,Electronic check,93.55,6069.25,93.37307692,5,0,49-72,4,1,1,0.015411227,1,0,0
Female,0,Yes,Yes,57,Yes,No,DSL,Yes,No,Yes,Yes,No,No,One year,Yes,Mailed check,59.3,3274.35,57.44473684,4,0,49-72,3,0,1,0.018104935,1,0,0
Male,0,Yes,No,13,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),102.25,1359,104.5384615,5,0,13-24,4,1,2,0.075183824,1,1,1
Male,1,No,No,19,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),95.9,1777.9,93.57368421,4,0,13-24,3,1,2,0.053909719,1,1,1
Female,0,Yes,No,56,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,One year,No,Bank transfer (automatic),109.8,6109.65,109.1008929,7,0,49-72,6,1,1,0.017968629,1,1,1
Female,0,Yes,No,14,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,78.1,1122.4,80.17142857,2,0,13-24,1,1,2,0.069521097,1,1,0
Male,0,Yes,No,52,No,No,DSL,Yes,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,39.9,2020.9,38.86346154,2,0,49-72,2,0,2,0.019733914,1,1,0
Female,0,No,No,58,Yes,No,DSL,Yes,Yes,Yes,Yes,No,No,Two year,Yes,Credit card (automatic),64.9,3795.45,65.4387931,5,0,49-72,4,0,0,0.017094918,1,0,1
Female,1,No,No,47,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,95.05,4504.55,95.84148936,5,0,25-48,4,1,2,0.021096204,1,0,0
Female,0,No,No,67,No,No,DSL,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),53.4,3579.15,53.42014925,4,0,49-72,4,0,2,0.014915576,1,0,1
Male,0,No,No,2,No,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),24.9,49.7,24.85,0,1,0-3,0,0,2,0.49112426,0,1,1
Male,1,No,No,6,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Credit card (automatic),44.7,276.5,46.08333333,1,0,04-Jun,0,0,2,0.161081081,0,1,1
Male,0,Yes,Yes,71,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),114,8175.9,115.1535211,8,0,49-72,7,1,0,0.013941714,1,0,1
Female,0,Yes,Yes,46,Yes,No,No,No,No,No,No,No,No,Two year,No,Bank transfer (automatic),20.25,890.35,19.35543478,1,0,25-48,0,0,0,0.022718349,1,0,1
Female,0,No,No,5,Yes,No,DSL,Yes,No,No,Yes,No,No,Month-to-month,No,Credit card (automatic),53.85,259.8,51.96,3,1,04-Jun,2,0,2,0.206480061,0,0,1
Male,1,Yes,No,67,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,No,Month-to-month,No,Bank transfer (automatic),83.85,5588.8,83.41492537,4,0,49-72,3,1,2,0.015000537,1,1,1
Male,0,No,Yes,3,Yes,No,No,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),20.2,50.6,16.86666667,1,1,0-3,0,0,2,0.391472868,0,0,1
Female,0,No,No,3,Yes,No,No,No,No,No,No,No,No,Month-to-month,No,Mailed check,19.95,58,19.33333333,1,1,0-3,0,0,2,0.338135593,0,0,0
Male,1,Yes,No,52,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,104.2,5568.35,107.0836538,6,0,49-72,5,1,2,0.018709544,1,1,0
Female,0,Yes,No,42,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,50.25,2203.65,52.46785714,2,0,25-48,1,0,2,0.022792734,1,1,0
Male,0,Yes,Yes,50,Yes,No,No,No,No,No,No,No,No,One year,Yes,Mailed check,20.35,938.95,18.779,1,0,49-72,0,0,1,0.021650088,1,0,0
